Platform,Genre,Global_Sales
X360,Fighting,1.59
X360,Action,1.59
PS,Racing,1.59
PS4,Shooter,1.58
Wii,Sports,1.58
DS,Misc,1.58
DS,Simulation,1.58
PS,Misc,1.58
X360,Racing,1.58
Wii,Misc,1.58
DS,Misc,1.58
3DS,Action,1.58
DS,Action,1.58
DS,Role-Playing,1.58
GBA,Platform,1.58
PS2,Sports,1.57
PS2,Sports,1.57
PS2,Shooter,1.57
GC,Misc,1.57
PS3,Sports,1.56
PS2,Racing,1.56
PS2,Fighting,1.56
NES,Platform,1.56
PS,Action,1.56
PS4,Role-Playing,1.56
SNES,Action,1.56
GB,Role-Playing,1.56
GBA,Misc,1.56
PS4,Action,1.56
X360,Action,1.55
PS3,Action,1.55
PS2,Racing,1.55
XB,Shooter,1.55
Wii,Sports,1.55
PS3,Shooter,1.55
N64,Action,1.55
PS,Action,1.55
XOne,Action,1.55
PS3,Action,1.55
PS3,Role-Playing,1.55
PC,Strategy,1.55
DS,Strategy,1.55
WiiU,Misc,1.55
XOne,Action,1.54
Wii,Action,1.54
3DS,Role-Playing,1.54
PS2,Role-Playing,1.54
PC,Strategy,1.54
X360,Shooter,1.54
DS,Adventure,1.54
PS2,Sports,1.54
PS,Shooter,1.54
PC,Shooter,1.53
PS3,Fighting,1.53
Wii,Simulation,1.53
DS,Action,1.53
SNES,Fighting,1.53
PS,Sports,1.53
Wii,Shooter,1.53
XOne,Sports,1.53
GC,Sports,1.53
PS,Sports,1.53
WiiU,Platform,1.52
X360,Shooter,1.52
PSP,Racing,1.52
PS,Fighting,1.52
PS2,Sports,1.52
PS,Racing,1.52
NES,Racing,1.52
NES,Shooter,1.52
PS,Racing,1.52
PS,Sports,1.52
PS3,Action,1.52
PS3,Shooter,1.52
GC,Puzzle,1.52
PS2,Action,1.51
XOne,Sports,1.51
Wii,Racing,1.51
X360,Action,1.51
PC,Sports,1.51
3DS,Role-Playing,1.51
NES,Action,1.51
PS,Fighting,1.51
PS,Sports,1.51
PS2,Action,1.51
PS,Misc,1.51
GC,Fighting,1.5
PS3,Shooter,1.5
PS2,Racing,1.5
PC,Role-Playing,1.5
PS,Sports,1.5
PS2,Shooter,1.5
DS,Puzzle,1.5
PS2,Sports,1.5
N64,Fighting,1.5
NES,Platform,1.5
SCD,Platform,1.5
NES,Platform,1.5
X360,Action,1.5
PS3,Misc,1.5
PS,Action,1.5
Wii,Misc,1.49
GC,Role-Playing,1.49
XB,Shooter,1.49
PS2,Sports,1.49
DS,Adventure,1.49
N64,Platform,1.49
PS2,Misc,1.49
X360,Action,1.49
Wii,Simulation,1.49
Wii,Sports,1.48
DS,Adventure,1.48
PS2,Shooter,1.48
NES,Sports,1.48
N64,Fighting,1.48
GB,Platform,1.48
PS3,Role-Playing,1.48
PS2,Sports,1.48
PS2,Fighting,1.48
XB,Action,1.48
DS,Simulation,1.47
PSV,Action,1.47
PS3,Fighting,1.47
N64,Action,1.47
GBA,Platform,1.47
X360,Fighting,1.47
PS3,Action,1.47
DS,Role-Playing,1.47
X360,Action,1.47
Wii,Shooter,1.47
DS,Adventure,1.47
PSV,Platform,1.47
PS,Role-Playing,1.46
GBA,Platform,1.46
X360,Shooter,1.46
X360,Shooter,1.46
PS2,Misc,1.46
DS,Platform,1.46
PS,Sports,1.46
X360,Shooter,1.46
GC,Puzzle,1.46
2600,Platform,1.46
PS,Fighting,1.46
GC,Sports,1.46
PS3,Role-Playing,1.46
Wii,Action,1.46
PS3,Action,1.46
PS,Fighting,1.46
PSP,Fighting,1.46
3DS,Platform,1.46
PS2,Action,1.45
X360,Role-Playing,1.45
XOne,Action,1.45
PS3,Shooter,1.45
PS2,Shooter,1.45
PC,Strategy,1.45
PS2,Action,1.45
Wii,Misc,1.45
GB,Simulation,1.45
NES,Misc,1.45
SNES,Fighting,1.45
GB,Simulation,1.45
N64,Misc,1.45
Wii,Puzzle,1.45
DS,Role-Playing,1.45
PS2,Sports,1.45
DS,Misc,1.45
DS,Misc,1.44
PS2,Misc,1.44
PSP,Racing,1.44
PC,Simulation,1.44
SNES,Platform,1.44
PS3,Shooter,1.44
X360,Fighting,1.44
X360,Racing,1.44
Wii,Misc,1.44
PS3,Racing,1.44
PS2,Sports,1.44
PS3,Shooter,1.44
PS2,Sports,1.44
PS,Action,1.43
X360,Action,1.43
Wii,Action,1.43
X360,Misc,1.43
Wii,Sports,1.43
GB,Platform,1.43
GBA,Platform,1.43
PS,Sports,1.43
3DS,Role-Playing,1.42
PS2,Sports,1.42
PS3,Fighting,1.42
PS2,Sports,1.42
GBA,Action,1.42
PS2,Sports,1.42
X360,Platform,1.42
SNES,Action,1.42
NES,Sports,1.42
X360,Action,1.42
GC,Action,1.42
DS,Role-Playing,1.42
PS4,Action,1.41
PSP,Action,1.41
Wii,Action,1.41
X360,Fighting,1.41
GC,Action,1.41
X360,Fighting,1.41
PS3,Sports,1.41
GEN,Platform,1.41
PSP,Racing,1.41
Wii,Action,1.41
PS,Fighting,1.41
PS2,Racing,1.41
PS2,Racing,1.41
PS2,Racing,1.41
Wii,Shooter,1.4
XB,Action,1.4
PS2,Racing,1.4
PS,Sports,1.4
PS3,Action,1.4
GBA,Platform,1.4
NES,Role-Playing,1.4
PC,Shooter,1.4
PS2,Racing,1.4
PS,Sports,1.39
PS4,Shooter,1.39
DS,Role-Playing,1.39
DS,Action,1.39
PS3,Shooter,1.39
SNES,Sports,1.39
NES,Action,1.39
PS2,Action,1.39
Wii,Action,1.39
PS3,Action,1.39
X360,Shooter,1.39
XB,Action,1.38
PSP,Simulation,1.38
N64,Role-Playing,1.38
3DS,Role-Playing,1.38
X360,Shooter,1.38
PS,Shooter,1.38
PSV,Role-Playing,1.38
PS3,Action,1.38
Wii,Misc,1.38
Wii,Adventure,1.38
DS,Puzzle,1.38
PS2,Sports,1.38
X360,Action,1.38
PS2,Action,1.37
PS3,Action,1.37
PS3,Racing,1.37
PS,Misc,1.37
XOne,Racing,1.37
PS3,Racing,1.37
DS,Platform,1.37
XB,Role-Playing,1.37
PS3,Action,1.37
N64,Strategy,1.37
PS3,Sports,1.36
XB,Shooter,1.36
GBA,Platform,1.36
X360,Racing,1.36
PS2,Misc,1.36
NES,Shooter,1.36
SNES,Role-Playing,1.36
2600,Shooter,1.36
3DS,Platform,1.36
XOne,Action,1.36
PS2,Shooter,1.36
Wii,Action,1.36
PS3,Fighting,1.35
PS,Simulation,1.35
PS3,Racing,1.35
PS,Sports,1.35
PSP,Sports,1.35
DS,Misc,1.35
PSP,Sports,1.35
DS,Action,1.35
X360,Action,1.35
PS3,Shooter,1.35
XOne,Fighting,1.35
PS2,Action,1.35
XB,Racing,1.35
X360,Action,1.35
PS3,Shooter,1.35
PSP,Role-Playing,1.35
X360,Action,1.35
PS,Role-Playing,1.35
PS2,Misc,1.35
X360,Sports,1.35
PS3,Adventure,1.35
PS2,Racing,1.34
DS,Role-Playing,1.34
X360,Shooter,1.34
GEN,Fighting,1.34
XB,Shooter,1.34
GC,Platform,1.34
PS2,Racing,1.34
PS2,Shooter,1.34
PC,Strategy,1.34
PS2,Sports,1.34
PS3,Fighting,1.33
PS2,Platform,1.33
X360,Sports,1.33
PS3,Shooter,1.33
X360,Platform,1.33
PS4,Sports,1.33
GBA,Action,1.33
N64,Fighting,1.33
GB,Sports,1.33
GBA,Simulation,1.33
PS,Sports,1.33
GC,Shooter,1.33
X360,Fighting,1.33
PS3,Role-Playing,1.33
PS2,Racing,1.33
DS,Simulation,1.33
DS,Role-Playing,1.33
XOne,Action,1.32
PSP,Racing,1.32
PS3,Action,1.32
PS3,Role-Playing,1.32
PC,Role-Playing,1.32
PS3,Role-Playing,1.32
X360,Action,1.32
PS,Racing,1.32
NES,Puzzle,1.32
PS2,Sports,1.32
PS,Fighting,1.32
GBA,Role-Playing,1.32
PS3,Shooter,1.32
PS,Sports,1.32
DS,Racing,1.32
X360,Action,1.32
PSP,Action,1.32
PS,Racing,1.31
PS2,Racing,1.31
X360,Misc,1.31
X360,Fighting,1.31
X360,Action,1.31
Wii,Misc,1.31
PS2,Platform,1.31
PS,Adventure,1.31
DS,Strategy,1.31
2600,Platform,1.31
PS2,Shooter,1.31
Wii,Misc,1.31
Wii,Sports,1.31
XB,Racing,1.31
2600,Adventure,1.3
GBA,Role-Playing,1.3
PS3,Action,1.3
PS2,Sports,1.3
PS3,Action,1.3
PS2,Misc,1.3
Wii,Sports,1.3
PS,Racing,1.3
SNES,Role-Playing,1.3
Wii,Sports,1.3
PS,Role-Playing,1.3
XOne,Adventure,1.3
Wii,Racing,1.29
WiiU,Platform,1.29
GBA,Role-Playing,1.29
PS3,Sports,1.29
GC,Action,1.29
X360,Racing,1.29
XOne,Shooter,1.29
GBA,Platform,1.29
PS2,Shooter,1.29
Wii,Misc,1.29
DS,Adventure,1.29
PS3,Role-Playing,1.29
PS2,Racing,1.29
PS2,Role-Playing,1.28
X360,Action,1.28
DS,Simulation,1.28
PS4,Action,1.28
GB,Misc,1.28
XOne,Action,1.28
PS,Action,1.28
X360,Action,1.28
PS,Racing,1.28
PS2,Action,1.28
3DS,Action,1.28
PS2,Action,1.28
PS3,Action,1.27
PS,Platform,1.27
PC,Simulation,1.27
PS2,Action,1.27
PS,Racing,1.27
3DS,Role-Playing,1.27
2600,Shooter,1.27
X360,Sports,1.27
X360,Fighting,1.27
XB,Sports,1.27
NES,Shooter,1.27
XOne,Role-Playing,1.27
Wii,Sports,1.27
PS2,Role-Playing,1.27
Wii,Sports,1.27
GC,Platform,1.27
PS2,Action,1.27
PS,Fighting,1.27
3DS,Action,1.27
DS,Action,1.26
DS,Simulation,1.26
PC,Sports,1.26
PS,Puzzle,1.26
DS,Simulation,1.26
WiiU,Action,1.26
PS3,Racing,1.26
PC,Sports,1.26
PS,Sports,1.26
DS,Action,1.26
PS,Misc,1.26
X360,Action,1.26
Wii,Sports,1.26
PS3,Shooter,1.25
PS,Sports,1.25
PS2,Action,1.25
2600,Action,1.25
PS3,Shooter,1.25
NES,Role-Playing,1.25
NES,Role-Playing,1.25
PS,Sports,1.25
PS3,Fighting,1.25
GC,Role-Playing,1.25
PS2,Shooter,1.25
PC,Strategy,1.25
PS2,Action,1.25
PS2,Action,1.25
PS,Racing,1.25
PS2,Shooter,1.24
PS2,Role-Playing,1.24
DS,Action,1.24
PS3,Role-Playing,1.24
DS,Racing,1.24
PS3,Action,1.24
PSP,Action,1.24
PS,Platform,1.24
XOne,Role-Playing,1.24
PS2,Action,1.24
PS2,Fighting,1.24
GB,Puzzle,1.24
XB,Action,1.24
Wii,Action,1.23
PS2,Platform,1.23
PS3,Sports,1.23
XB,Action,1.23
XB,Platform,1.23
PS2,Racing,1.23
PS,Misc,1.23
PC,Simulation,1.23
X360,Misc,1.23
PS3,Shooter,1.23
GB,Puzzle,1.23
GBA,Platform,1.23
PS,Racing,1.23
NES,Platform,1.23
GBA,Platform,1.23
PS3,Action,1.23
GBA,Puzzle,1.23
PSP,Shooter,1.23
PS4,Sports,1.23
Wii,Puzzle,1.23
PC,Role-Playing,1.23
Wii,Simulation,1.23
PS3,Action,1.22
PS3,Fighting,1.22
GC,Sports,1.22
PS,Puzzle,1.22
GB,Misc,1.22
GB,Misc,1.22
NES,Puzzle,1.22
PS2,Adventure,1.22
PS3,Racing,1.22
PSP,Racing,1.22
PS,Sports,1.22
PS,Role-Playing,1.22
GBA,Role-Playing,1.22
PS,Simulation,1.22
XB,Shooter,1.22
PS,Fighting,1.22
PS2,Sports,1.22
PS2,Racing,1.22
3DS,Fighting,1.22
PS2,Racing,1.21
XB,Misc,1.21
XB,Shooter,1.21
PSP,Sports,1.21
PS2,Platform,1.21
DS,Action,1.21
SNES,Platform,1.21
PS,Role-Playing,1.21
PS,Action,1.21
PS,Action,1.21
GC,Racing,1.21
GBA,Misc,1.21
PS,Racing,1.21
PSP,Sports,1.21
PSP,Sports,1.2
PS2,Action,1.2
PS3,Action,1.2
PS2,Racing,1.2
GC,Strategy,1.2
Wii,Misc,1.2
Wii,Misc,1.2
XOne,Shooter,1.2
PS4,Sports,1.2
SNES,Fighting,1.2
NES,Shooter,1.2
NES,Platform,1.2
DC,Sports,1.2
GB,Shooter,1.2
XB,Action,1.2
PS2,Sports,1.2
DS,Puzzle,1.2
Wii,Adventure,1.2
PS3,Action,1.2
PS3,Sports,1.19
PSP,Action,1.19
PS,Simulation,1.19
WiiU,Puzzle,1.19
PSP,Fighting,1.19
GBA,Racing,1.19
Wii,Sports,1.19
GBA,Platform,1.19
3DS,Sports,1.19
PS2,Action,1.19
N64,Sports,1.19
NES,Platform,1.19
PS,Racing,1.19
XB,Action,1.19
XOne,Sports,1.19
GC,Action,1.19
GBA,Role-Playing,1.19
PS4,Sports,1.19
3DS,Role-Playing,1.19
X360,Misc,1.19
PS,Adventure,1.18
2600,Racing,1.18
PS3,Action,1.18
PSP,Action,1.18
NES,Sports,1.18
DC,Adventure,1.18
GB,Sports,1.18
GBA,Sports,1.18
PS3,Fighting,1.18
PS3,Fighting,1.18
DS,Strategy,1.18
PS3,Platform,1.18
SNES,Platform,1.18
PC,Strategy,1.17
PS,Simulation,1.17
X360,Sports,1.17
PS3,Shooter,1.17
PS2,Shooter,1.17
PS2,Platform,1.17
Wii,Platform,1.17
DS,Platform,1.17
X360,Action,1.17
NES,Platform,1.17
PS4,Platform,1.17
N64,Action,1.17
SNES,Role-Playing,1.17
PS2,Sports,1.17
PS,Sports,1.17
PS,Racing,1.17
XB,Shooter,1.17
PC,Sports,1.17
PS,Racing,1.17
X360,Platform,1.17
XOne,Shooter,1.17
GBA,Puzzle,1.17
PS3,Action,1.16
Wii,Sports,1.16
PC,Role-Playing,1.16
PSV,Racing,1.16
PSP,Role-Playing,1.16
PS2,Racing,1.16
PS2,Shooter,1.16
PS3,Misc,1.16
PS,Fighting,1.16
DS,Action,1.16
PS2,Racing,1.16
N64,Shooter,1.16
SNES,Platform,1.16
GBA,Role-Playing,1.16
SAT,Racing,1.16
PS,Racing,1.16
PSP,Shooter,1.16
X360,Shooter,1.16
PS3,Misc,1.16
XB,Action,1.16
PSP,Sports,1.16
X360,Shooter,1.16
PC,Simulation,1.15
PS3,Simulation,1.15
PS2,Action,1.15
PS3,Action,1.15
PS2,Shooter,1.15
2600,Misc,1.15
PS3,Action,1.15
Wii,Platform,1.15
PC,Shooter,1.15
GB,Puzzle,1.15
SNES,Sports,1.15
NES,Action,1.15
DS,Misc,1.15
PS3,Platform,1.15
GC,Misc,1.15
PS3,Fighting,1.15
SNES,Role-Playing,1.15
PS2,Platform,1.15
PS,Shooter,1.15
PS,Puzzle,1.15
3DS,Action,1.14
PS,Action,1.14
PS2,Action,1.14
PS2,Action,1.14
PS,Role-Playing,1.14
PS3,Sports,1.14
PS2,Simulation,1.14
PS3,Platform,1.14
Wii,Platform,1.14
N64,Shooter,1.14
NES,Action,1.14
SNES,Simulation,1.14
DC,Action,1.14
GB,Racing,1.14
XB,Action,1.14
GBA,Action,1.14
PS2,Role-Playing,1.14
X360,Misc,1.14
PS2,Simulation,1.14
GC,Racing,1.14
XB,Simulation,1.13
PS3,Racing,1.13
3DS,Action,1.13
PS,Sports,1.13
GBA,Racing,1.13
3DS,Role-Playing,1.13
XB,Shooter,1.13
PS4,Sports,1.13
NES,Platform,1.13
PS,Misc,1.13
X360,Sports,1.13
PS4,Shooter,1.13
PS3,Action,1.13
GBA,Role-Playing,1.13
PS3,Misc,1.13
X360,Action,1.12
2600,Shooter,1.12
PS2,Racing,1.12
N64,Simulation,1.12
X360,Shooter,1.12
PS3,Role-Playing,1.12
PS3,Action,1.12
X360,Misc,1.12
X360,Action,1.12
PSP,Shooter,1.12
XB,Shooter,1.12
NES,Puzzle,1.12
PS2,Misc,1.12
PC,Sports,1.12
XB,Action,1.12
XB,Shooter,1.11
PS4,Action,1.11
PS2,Action,1.11
PS3,Racing,1.11
PS2,Misc,1.11
XOne,Shooter,1.11
PS2,Misc,1.11
XB,Action,1.11
NES,Platform,1.11
PS,Role-Playing,1.11
GEN,Sports,1.11
Wii,Racing,1.11
WiiU,Strategy,1.11
PS,Role-Playing,1.11
PSP,Puzzle,1.11
PS3,Action,1.11
PS3,Misc,1.1
2600,Shooter,1.1
X360,Shooter,1.1
3DS,Action,1.1
2600,Platform,1.1
PS,Sports,1.1
PS3,Action,1.1
DS,Simulation,1.1
PS3,Fighting,1.1
GB,Strategy,1.1
NES,Puzzle,1.1
GB,Role-Playing,1.1
NES,Role-Playing,1.1
N64,Racing,1.1
NES,Platform,1.1
Wii,Shooter,1.1
PS2,Sports,1.1
PS2,Misc,1.1
PS2,Misc,1.1
GC,Role-Playing,1.1
PSP,Role-Playing,1.1
PS,Role-Playing,1.1
PS3,Role-Playing,1.1
PSP,Action,1.09
DS,Simulation,1.09
PSP,Action,1.09
PS2,Adventure,1.09
X360,Sports,1.09
GBA,Role-Playing,1.09
PS3,Fighting,1.09
DC,Sports,1.09
PS,Simulation,1.09
PSP,Misc,1.09
DS,Action,1.09
XB,Sports,1.09
PC,Strategy,1.09
PS2,Action,1.09
Wii,Sports,1.09
PS2,Shooter,1.09
PS,Simulation,1.09
PS3,Action,1.09
DS,Racing,1.09
PS3,Action,1.09
Wii,Adventure,1.09
PS,Sports,1.09
X360,Racing,1.09
PS2,Racing,1.08
PS3,Action,1.08
PS2,Platform,1.08
PC,Action,1.08
Wii,Sports,1.08
PS2,Sports,1.08
DS,Adventure,1.08
Wii,Action,1.08
X360,Action,1.08
PSP,Action,1.08
Wii,Sports,1.08
PS3,Shooter,1.08
2600,Platform,1.08
X360,Action,1.08
PS2,Shooter,1.08
PS3,Racing,1.08
WiiU,Platform,1.08
DS,Simulation,1.08
PS,Sports,1.08
GBA,Fighting,1.08
GBA,Platform,1.08
GC,Shooter,1.08
PS3,Fighting,1.08
X360,Fighting,1.08
X360,Sports,1.07
PS,Misc,1.07
PS2,Shooter,1.07
DS,Simulation,1.07
X360,Action,1.07
X360,Action,1.07
SAT,Fighting,1.07
PC,Sports,1.07
PS2,Fighting,1.07
X360,Sports,1.07
DS,Platform,1.07
PS,Sports,1.07
PS2,Fighting,1.07
PS3,Platform,1.07
PS3,Racing,1.07
PSP,Sports,1.07
Wii,Action,1.07
PS,Racing,1.07
X360,Action,1.07
PS,Racing,1.07
PS,Sports,1.06
PS2,Fighting,1.06
X360,Shooter,1.06
PS2,Racing,1.06
DS,Misc,1.06
X360,Action,1.06
PS3,Racing,1.06
DS,Shooter,1.06
PS,Misc,1.06
Wii,Sports,1.06
PS2,Sports,1.06
PS3,Action,1.06
X360,Shooter,1.06
PS,Strategy,1.06
PS2,Action,1.06
PS3,Action,1.06
N64,Sports,1.06
N64,Sports,1.06
X360,Misc,1.06
DS,Platform,1.06
PC,Role-Playing,1.06
PS4,Fighting,1.06
GBA,Action,1.06
PS3,Sports,1.06
PS2,Racing,1.06
PS3,Simulation,1.06
DS,Adventure,1.06
X360,Action,1.05
2600,Shooter,1.05
PSP,Shooter,1.05
Wii,Action,1.05
PS3,Shooter,1.05
2600,Misc,1.05
Wii,Misc,1.05
NES,Platform,1.05
PS,Role-Playing,1.05
NES,Fighting,1.05
SNES,Sports,1.05
PS3,Action,1.05
PS2,Sports,1.05
PS4,Fighting,1.05
XB,Racing,1.05
PS,Sports,1.05
DS,Simulation,1.05
X360,Fighting,1.05
XB,Racing,1.05
X360,Platform,1.05
Wii,Adventure,1.05
PS,Simulation,1.05
DS,Role-Playing,1.05
X360,Action,1.05
Wii,Action,1.04
PS2,Sports,1.04
PS,Action,1.04
Wii,Fighting,1.04
DS,Action,1.04
PS,Role-Playing,1.04
PS,Racing,1.04
DS,Adventure,1.04
PS,Action,1.04
GC,Fighting,1.04
PS2,Simulation,1.04
X360,Shooter,1.04
GBA,Racing,1.04
N64,Puzzle,1.04
PS,Racing,1.04
X360,Action,1.04
PS4,Racing,1.04
XB,Racing,1.04
DS,Platform,1.04
XOne,Action,1.04
DS,Simulation,1.04
PS3,Shooter,1.04
PSP,Racing,1.04
PSP,Racing,1.04
PS4,Sports,1.04
PS2,Racing,1.03
PS3,Platform,1.03
Wii,Sports,1.03
PS3,Platform,1.03
Wii,Action,1.03
PS2,Sports,1.03
GB,Platform,1.03
NES,Puzzle,1.03
Wii,Action,1.03
PC,Action,1.03
Wii,Misc,1.03
PS,Fighting,1.03
X360,Shooter,1.02
Wii,Sports,1.02
Wii,Fighting,1.02
X360,Shooter,1.02
WiiU,Action,1.02
GC,Platform,1.02
DS,Simulation,1.02
PS3,Role-Playing,1.02
SNES,Action,1.02
Wii,Platform,1.02
PS,Action,1.02
X360,Simulation,1.02
XB,Sports,1.02
PS3,Action,1.02
PS2,Action,1.02
PS,Puzzle,1.01
WiiU,Action,1.01
X360,Action,1.01
PSP,Action,1.01
3DS,Platform,1.01
X360,Action,1.01
SNES,Sports,1.01
PC,Sports,1.01
Wii,Misc,1.01
DS,Misc,1.01
PS,Simulation,1.01
PS3,Action,1.01
PS3,Racing,1.01
PS4,Platform,1.01
Wii,Shooter,1.0
PS2,Racing,1.0
PS,Role-Playing,1.0
X360,Sports,1.0
PS2,Fighting,1.0
NES,Shooter,1.0
N64,Racing,1.0
NES,Sports,1.0
GB,Misc,1.0
PS2,Misc,1.0
XB,Fighting,1.0
PS3,Shooter,1.0
X360,Action,1.0
X360,Sports,1.0
PS,Racing,1.0
PS,Sports,1.0
PSV,Shooter,1.0
PS,Sports,1.0
PS2,Action,1.0
DS,Strategy,1.0
PS3,Misc,1.0
PS3,Action,1.0
Wii,Misc,1.0
PS3,Action,1.0
X360,Role-Playing,1.0
DS,Puzzle,1.0
PS,Misc,1.0
X360,Action,0.99
DS,Adventure,0.99
XB,Sports,0.99
GC,Racing,0.99
DS,Simulation,0.99
X360,Action,0.99
X360,Action,0.99
PSP,Simulation,0.99
X360,Sports,0.99
PS3,Action,0.99
Wii,Misc,0.99
Wii,Racing,0.99
PS,Platform,0.99
PS3,Simulation,0.99
Wii,Action,0.99
PSP,Racing,0.99
PS2,Action,0.99
PS3,Misc,0.99
Wii,Fighting,0.99
Wii,Sports,0.99
GC,Platform,0.99
PC,Simulation,0.99
PC,Role-Playing,0.99
DS,Racing,0.98
PSP,Sports,0.98
PC,Shooter,0.98
Wii,Role-Playing,0.98
X360,Misc,0.98
GBA,Misc,0.98
PS3,Racing,0.98
NES,Puzzle,0.98
N64,Racing,0.98
2600,Shooter,0.98
PS2,Role-Playing,0.98
DS,Role-Playing,0.98
PS3,Role-Playing,0.98
PS3,Racing,0.98
PS3,Shooter,0.98
X360,Shooter,0.98
PC,Action,0.98
PS3,Action,0.98
PS3,Action,0.98
X360,Sports,0.98
PS2,Sports,0.98
X360,Action,0.98
DS,Simulation,0.98
PS4,Role-Playing,0.97
PS3,Sports,0.97
Wii,Platform,0.97
XB,Sports,0.97
PC,Role-Playing,0.97
X360,Sports,0.97
GBA,Strategy,0.97
PS3,Action,0.97
X360,Action,0.97
Wii,Sports,0.97
PS2,Sports,0.97
PS2,Action,0.97
X360,Sports,0.97
XB,Sports,0.97
Wii,Action,0.97
SNES,Role-Playing,0.97
2600,Platform,0.97
GC,Action,0.97
PS3,Action,0.97
PSV,Role-Playing,0.97
PS,Shooter,0.97
DS,Simulation,0.96
PS2,Role-Playing,0.96
PS,Misc,0.96
PS3,Action,0.96
PS,Simulation,0.96
DS,Misc,0.96
Wii,Role-Playing,0.96
DS,Action,0.96
PSP,Adventure,0.96
N64,Fighting,0.96
NES,Shooter,0.96
X360,Platform,0.96
PS3,Shooter,0.96
PS2,Sports,0.96
3DS,Role-Playing,0.96
DS,Sports,0.96
PS3,Shooter,0.96
DS,Action,0.96
PS2,Platform,0.96
XB,Fighting,0.96
PC,Action,0.96
3DS,Simulation,0.96
PS3,Fighting,0.96
X360,Action,0.95
XB,Sports,0.95
PS2,Misc,0.95
PS2,Misc,0.95
PS2,Action,0.95
GC,Platform,0.95
X360,Role-Playing,0.95
DS,Action,0.95
PS3,Misc,0.95
Wii,Racing,0.95
PS,Role-Playing,0.95
PS2,Strategy,0.95
GBA,Misc,0.95
PS,Sports,0.95
PS3,Action,0.95
PS3,Action,0.95
Wii,Misc,0.95
PS4,Shooter,0.95
PS3,Fighting,0.95
X360,Shooter,0.95
Wii,Sports,0.95
X360,Action,0.95
Wii,Misc,0.95
PS2,Shooter,0.94
PS3,Action,0.94
PS2,Racing,0.94
3DS,Shooter,0.94
GC,Platform,0.94
X360,Misc,0.94
PS,Misc,0.94
Wii,Racing,0.94
PC,Action,0.94
PS2,Action,0.94
3DS,Sports,0.94
X360,Action,0.94
X360,Action,0.94
PS2,Shooter,0.94
XB,Sports,0.94
PS,Role-Playing,0.94
X360,Sports,0.94
PS,Sports,0.94
WiiU,Action,0.94
PS2,Action,0.94
XB,Action,0.94
PSP,Role-Playing,0.94
PS2,Sports,0.94
PS2,Sports,0.94
PS2,Sports,0.93
X360,Shooter,0.93
Wii,Sports,0.93
PS3,Misc,0.93
GBA,Misc,0.93
XB,Sports,0.93
PC,Shooter,0.93
Wii,Sports,0.93
PS3,Role-Playing,0.93
PS3,Sports,0.93
Wii,Racing,0.93
PS3,Action,0.93
DS,Simulation,0.93
GBA,Racing,0.93
2600,Action,0.93
NES,Platform,0.93
NES,Platform,0.93
N64,Platform,0.93
GBA,Action,0.93
PS2,Sports,0.93
X360,Action,0.93
GC,Racing,0.93
PS3,Shooter,0.93
DS,Role-Playing,0.93
WiiU,Fighting,0.93
PS,Racing,0.93
PS2,Action,0.92
PS2,Simulation,0.92
X360,Role-Playing,0.92
PS,Action,0.92
X360,Sports,0.92
PS,Sports,0.92
X360,Sports,0.92
PS3,Sports,0.92
PSP,Action,0.92
X360,Fighting,0.92
X360,Action,0.92
X360,Misc,0.92
PS,Sports,0.92
Wii,Action,0.92
N64,Fighting,0.92
NES,Platform,0.92
PC,Adventure,0.92
3DS,Adventure,0.92
X360,Shooter,0.92
PS4,Action,0.92
PS3,Action,0.92
PS3,Action,0.92
PS3,Sports,0.92
GC,Racing,0.92
PS2,Racing,0.92
PS,Fighting,0.92
X360,Role-Playing,0.92
PS4,Sports,0.92
PS3,Shooter,0.92
PS3,Shooter,0.91
Wii,Sports,0.91
PS2,Sports,0.91
PS3,Action,0.91
3DS,Action,0.91
X360,Strategy,0.91
PS2,Sports,0.91
PS2,Racing,0.91
PS3,Action,0.91
PS,Racing,0.91
N64,Platform,0.91
PS3,Racing,0.91
X360,Adventure,0.91
XB,Misc,0.91
X360,Role-Playing,0.91
DS,Shooter,0.91
SNES,Simulation,0.91
XB,Misc,0.91
PS3,Misc,0.91
XOne,Role-Playing,0.91
PS3,Action,0.91
PS2,Sports,0.9
Wii,Misc,0.9
SNES,Racing,0.9
PS2,Sports,0.9
PS3,Shooter,0.9
PS2,Racing,0.9
PS3,Misc,0.9
Wii,Sports,0.9
PS,Racing,0.9
DS,Puzzle,0.9
PS3,Shooter,0.9
PS,Action,0.9
PS2,Sports,0.9
XB,Platform,0.9
PSP,Shooter,0.9
PS3,Sports,0.9
DS,Action,0.9
N64,Sports,0.9
PS2,Platform,0.9
XB,Shooter,0.9
Wii,Misc,0.9
PC,Role-Playing,0.9
PS3,Racing,0.9
Wii,Sports,0.9
DS,Role-Playing,0.9
PS3,Action,0.9
XB,Role-Playing,0.9
XB,Sports,0.9
PS2,Sports,0.9
X360,Sports,0.9
GBA,Platform,0.89
PS3,Shooter,0.89
PSP,Shooter,0.89
Wii,Sports,0.89
PS2,Sports,0.89
PS4,Action,0.89
GBA,Platform,0.89
DS,Role-Playing,0.89
PS2,Sports,0.89
GBA,Adventure,0.89
PS3,Platform,0.89
GBA,Strategy,0.89
GB,Strategy,0.89
GC,Action,0.89
Wii,Adventure,0.89
PS,Simulation,0.89
