Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Action,1.59,0.8,0.0,0.26,2.65
Action,1.15,1.11,0.0,0.4,2.65
Action,1.56,0.88,0.0,0.22,2.65
Shooter,0.86,1.11,0.01,0.66,2.65
Platform,0.0,0.0,2.65,0.0,2.65
Action,2.0,0.5,0.12,0.03,2.65
Action,1.53,0.87,0.0,0.24,2.64
Racing,2.0,0.47,0.02,0.14,2.63
Fighting,0.76,1.1,0.12,0.65,2.63
Strategy,1.53,0.82,0.04,0.24,2.63
Action,1.7,0.46,0.06,0.41,2.63
Sports,2.15,0.12,0.0,0.36,2.62
Sports,1.07,1.06,0.24,0.25,2.62
Shooter,1.55,0.81,0.04,0.21,2.62
Sports,0.59,1.79,0.01,0.23,2.62
Sports,2.31,0.14,0.01,0.16,2.62
Simulation,0.63,0.84,0.96,0.19,2.61
Action,0.9,1.22,0.04,0.44,2.61
Platform,1.02,0.52,0.92,0.14,2.6
Action,1.86,0.55,0.11,0.08,2.6
Sports,0.48,1.63,0.04,0.43,2.59
Platform,0.93,1.12,0.08,0.45,2.59
Sports,2.03,0.21,0.0,0.35,2.59
Platform,0.64,1.24,0.01,0.69,2.58
Shooter,0.89,1.33,0.07,0.28,2.58
Action,1.04,1.24,0.03,0.27,2.58
Role-Playing,0.37,0.27,1.75,0.18,2.58
Fighting,1.4,0.88,0.03,0.26,2.58
Platform,1.31,0.74,0.31,0.22,2.57
Misc,0.28,1.68,0.33,0.28,2.57
Role-Playing,1.76,0.56,0.03,0.22,2.57
Sports,2.14,0.08,0.0,0.35,2.57
Platform,1.7,0.59,0.21,0.07,2.56
Role-Playing,0.15,0.0,2.41,0.0,2.56
Sports,2.11,0.23,0.0,0.22,2.56
Role-Playing,1.21,0.57,0.7,0.07,2.54
Sports,1.13,0.87,0.29,0.25,2.54
Sports,2.21,0.12,0.0,0.2,2.54
Shooter,2.36,0.14,0.0,0.03,2.53
Racing,1.13,1.12,0.06,0.22,2.52
Action,1.55,0.75,0.16,0.06,2.52
Misc,1.5,0.78,0.0,0.24,2.52
Role-Playing,0.49,0.0,0.52,1.51,2.52
Action,0.6,1.31,0.08,0.52,2.51
Role-Playing,2.29,0.02,0.0,0.19,2.5
Sports,0.13,0.07,0.26,2.05,2.5
Misc,1.28,0.14,1.08,0.01,2.5
Action,0.86,1.06,0.18,0.39,2.49
Action,1.84,0.56,0.0,0.09,2.49
Action,1.29,0.97,0.0,0.23,2.49
Fighting,1.81,0.52,0.0,0.15,2.49
Shooter,1.15,0.85,0.1,0.39,2.48
Racing,1.38,0.85,0.0,0.25,2.48
Action,1.15,1.14,0.06,0.13,2.48
Sports,1.72,0.44,0.05,0.27,2.48
Misc,1.93,0.34,0.0,0.21,2.48
Sports,2.1,0.2,0.0,0.17,2.47
Misc,1.13,0.36,0.92,0.07,2.47
Misc,1.67,0.58,0.0,0.2,2.46
Racing,1.55,0.54,0.05,0.31,2.45
Role-Playing,0.0,0.0,2.43,0.02,2.45
Role-Playing,0.93,0.12,1.34,0.06,2.45
Racing,2.12,0.25,0.0,0.07,2.44
Shooter,1.44,0.73,0.04,0.22,2.44
Racing,0.87,0.98,0.0,0.59,2.44
Simulation,1.07,1.19,0.0,0.18,2.43
Adventure,1.52,0.82,0.0,0.1,2.43
Shooter,1.56,0.61,0.02,0.23,2.42
Platform,1.26,0.61,0.46,0.08,2.42
Sports,1.27,0.32,0.78,0.05,2.42
Sports,0.29,1.18,0.54,0.41,2.42
Fighting,1.63,0.22,0.51,0.06,2.41
Racing,2.07,0.26,0.0,0.08,2.41
Action,0.81,0.76,0.7,0.14,2.41
Misc,1.43,0.76,0.0,0.22,2.41
Racing,0.69,0.0,0.04,1.68,2.41
Sports,2.07,0.08,0.0,0.26,2.4
Puzzle,2.1,0.24,0.0,0.07,2.4
Fighting,0.77,0.18,1.42,0.03,2.4
Strategy,2.3,0.1,0.0,0.0,2.4
Adventure,2.15,0.18,0.0,0.07,2.39
Racing,0.49,1.49,0.05,0.36,2.39
Sports,1.74,0.48,0.0,0.18,2.39
Action,1.54,0.63,0.0,0.22,2.39
Misc,1.49,0.81,0.0,0.1,2.39
Action,1.07,0.87,0.04,0.4,2.39
Action,1.48,0.71,0.0,0.2,2.39
Misc,1.67,0.61,0.03,0.07,2.38
Action,1.02,0.97,0.0,0.39,2.38
Misc,1.73,0.46,0.02,0.18,2.38
Fighting,1.94,0.39,0.03,0.02,2.38
Action,1.0,0.76,0.26,0.36,2.38
Sports,1.46,0.54,0.01,0.37,2.38
Sports,2.04,0.15,0.0,0.19,2.38
Misc,1.16,0.91,0.0,0.3,2.38
Sports,2.18,0.01,0.0,0.18,2.37
Shooter,2.28,0.02,0.08,0.0,2.37
Action,0.96,1.08,0.04,0.3,2.37
Sports,1.25,0.86,0.01,0.26,2.37
Sports,2.03,0.13,0.0,0.21,2.37
Sports,1.38,0.74,0.02,0.22,2.36
Platform,0.69,0.14,1.48,0.05,2.36
Action,1.07,1.05,0.0,0.23,2.35
Platform,1.39,0.48,0.4,0.08,2.35
Role-Playing,0.0,0.0,2.34,0.01,2.35
Racing,1.68,0.46,0.01,0.2,2.35
Platform,1.32,0.83,0.0,0.2,2.34
Fighting,0.92,0.0,0.01,1.41,2.34
Sports,1.2,0.9,0.0,0.24,2.34
Action,1.08,0.7,0.34,0.21,2.34
Simulation,1.27,0.86,0.0,0.2,2.33
Action,1.14,0.54,0.47,0.17,2.32
Sports,1.93,0.14,0.0,0.24,2.32
Misc,1.57,0.56,0.0,0.19,2.32
Sports,0.78,0.4,1.06,0.07,2.32
Action,0.79,1.35,0.04,0.14,2.32
Shooter,0.85,1.06,0.09,0.32,2.31
Puzzle,0.52,0.45,1.21,0.13,2.31
Racing,1.58,0.64,0.0,0.09,2.31
Role-Playing,0.28,0.0,2.02,0.01,2.31
Sports,1.65,0.46,0.1,0.1,2.31
Action,1.24,0.85,0.0,0.21,2.3
Action,0.95,1.06,0.0,0.29,2.3
Role-Playing,0.95,0.54,0.62,0.18,2.3
Action,1.08,0.75,0.15,0.31,2.29
Action,0.91,1.25,0.0,0.13,2.29
Action,1.23,0.68,0.04,0.34,2.29
Racing,1.38,0.8,0.0,0.1,2.28
Sports,0.3,1.27,0.46,0.26,2.28
Misc,1.11,0.98,0.0,0.2,2.28
Action,0.0,0.0,2.28,0.0,2.28
Platform,0.51,0.12,1.63,0.02,2.28
Sports,0.38,0.07,0.01,1.82,2.28
Action,1.01,0.9,0.0,0.37,2.28
Shooter,1.05,0.77,0.1,0.36,2.28
Racing,0.07,2.0,0.02,0.18,2.28
Role-Playing,1.12,0.39,0.64,0.12,2.27
Misc,1.34,0.62,0.0,0.31,2.27
Misc,1.07,0.92,0.04,0.24,2.27
Platform,1.22,0.1,0.91,0.04,2.27
Platform,0.9,0.73,0.54,0.09,2.26
Misc,1.4,0.54,0.02,0.3,2.26
Shooter,1.19,0.84,0.0,0.23,2.26
Action,1.34,0.57,0.14,0.21,2.26
Misc,0.28,0.79,0.87,0.32,2.25
Adventure,0.62,0.44,1.06,0.13,2.25
Sports,1.52,0.46,0.2,0.08,2.25
Role-Playing,1.48,0.25,0.46,0.06,2.25
Sports,1.93,0.15,0.0,0.17,2.25
Role-Playing,0.67,0.41,1.05,0.11,2.25
Fighting,0.51,0.51,0.91,0.32,2.25
Platform,1.19,0.71,0.22,0.13,2.24
Platform,1.29,0.83,0.0,0.11,2.23
Action,1.74,0.25,0.21,0.03,2.23
Action,1.42,0.61,0.0,0.21,2.23
Simulation,1.09,0.85,0.0,0.28,2.23
Platform,1.27,0.62,0.18,0.16,2.22
Action,0.88,1.03,0.0,0.31,2.22
Puzzle,1.71,0.32,0.02,0.18,2.22
Adventure,1.0,0.63,0.45,0.13,2.22
Racing,1.03,0.98,0.0,0.21,2.22
Shooter,1.45,0.55,0.02,0.19,2.21
Action,1.47,0.55,0.0,0.19,2.21
Action,1.06,0.82,0.05,0.28,2.21
Misc,1.78,0.24,0.0,0.18,2.2
Action,2.06,0.12,0.0,0.02,2.2
Misc,2.01,0.02,0.0,0.17,2.2
Platform,1.11,0.51,0.34,0.23,2.2
Sports,0.15,0.0,2.05,0.0,2.2
Platform,1.28,0.68,0.02,0.21,2.2
Puzzle,1.06,0.91,0.0,0.23,2.2
Action,0.34,0.97,0.55,0.33,2.19
Action,1.17,0.78,0.02,0.22,2.19
Role-Playing,1.68,0.44,0.0,0.08,2.19
Misc,0.87,0.17,1.1,0.05,2.19
Platform,1.04,0.72,0.3,0.13,2.19
Action,0.59,1.07,0.07,0.45,2.19
Role-Playing,0.0,0.0,2.17,0.01,2.18
Racing,1.92,0.2,0.0,0.06,2.18
Racing,1.21,0.78,0.01,0.17,2.18
Sports,1.97,0.07,0.0,0.13,2.18
Role-Playing,1.29,0.04,0.73,0.12,2.18
Role-Playing,1.48,0.17,0.47,0.06,2.17
Role-Playing,1.27,0.68,0.01,0.2,2.17
Simulation,1.6,0.46,0.08,0.03,2.17
Sports,0.48,0.11,1.56,0.02,2.17
Simulation,1.23,0.83,0.0,0.1,2.16
Sports,1.51,0.47,0.0,0.18,2.16
Shooter,1.5,0.55,0.02,0.08,2.15
Shooter,0.54,1.16,0.13,0.32,2.15
Sports,0.14,0.03,1.98,0.0,2.15
Sports,0.6,1.41,0.0,0.14,2.15
Shooter,0.52,1.03,0.0,0.59,2.14
Role-Playing,0.66,0.0,1.45,0.03,2.14
Misc,0.01,0.0,2.13,0.0,2.14
Racing,1.47,0.38,0.19,0.1,2.14
Simulation,1.2,0.84,0.0,0.1,2.14
Shooter,1.99,0.12,0.0,0.02,2.13
Simulation,1.04,0.81,0.0,0.27,2.13
Puzzle,0.64,0.07,1.35,0.08,2.13
Role-Playing,0.82,0.37,0.89,0.05,2.13
Action,0.59,1.16,0.06,0.33,2.13
Action,0.93,0.97,0.02,0.21,2.12
Role-Playing,0.91,0.05,1.07,0.09,2.12
Platform,1.47,0.09,0.45,0.11,2.12
Racing,1.37,0.61,0.05,0.09,2.12
Sports,0.83,0.33,0.92,0.04,2.12
Sports,1.61,0.27,0.05,0.18,2.11
Shooter,1.2,0.62,0.0,0.29,2.11
Sports,1.68,0.4,0.0,0.03,2.11
Sports,0.11,1.34,0.4,0.26,2.11
Racing,1.68,0.31,0.02,0.09,2.11
Sports,0.9,0.45,0.63,0.13,2.11
Misc,1.35,0.56,0.0,0.2,2.11
Action,0.63,0.21,1.13,0.13,2.11
Fighting,1.63,0.33,0.0,0.15,2.11
Role-Playing,0.94,0.07,1.05,0.04,2.1
Platform,1.17,0.72,0.0,0.22,2.1
Action,1.54,0.44,0.04,0.07,2.1
Racing,1.77,0.13,0.02,0.18,2.1
Shooter,1.41,0.51,0.01,0.17,2.1
Action,0.99,0.63,0.29,0.19,2.09
Sports,0.0,0.0,1.96,0.14,2.09
Action,1.16,0.65,0.08,0.2,2.09
Action,1.26,0.6,0.05,0.18,2.09
Action,1.84,0.12,0.01,0.13,2.09
Misc,1.97,0.0,0.0,0.12,2.09
Simulation,0.92,0.94,0.0,0.22,2.09
Shooter,0.7,0.93,0.14,0.32,2.09
Action,0.46,0.42,0.96,0.25,2.09
Role-Playing,1.77,0.32,0.0,0.0,2.08
Puzzle,1.11,0.71,0.0,0.27,2.08
Racing,0.63,1.02,0.05,0.39,2.08
Simulation,1.36,0.52,0.0,0.2,2.08
Misc,0.97,0.33,0.73,0.06,2.08
Action,0.59,0.99,0.13,0.36,2.08
Strategy,2.04,0.04,0.0,0.0,2.08
Strategy,0.89,1.08,0.0,0.11,2.08
Sports,0.79,0.94,0.0,0.35,2.08
Shooter,1.54,0.46,0.0,0.08,2.07
Role-Playing,0.63,0.42,0.75,0.26,2.07
Fighting,1.48,0.39,0.0,0.19,2.07
Role-Playing,0.75,0.54,0.54,0.23,2.07
Strategy,1.64,0.36,0.0,0.07,2.07
Racing,1.04,0.8,0.01,0.22,2.06
Simulation,0.73,0.97,0.02,0.34,2.06
Action,1.2,0.63,0.04,0.19,2.06
Role-Playing,0.71,0.52,0.74,0.08,2.06
Action,1.15,0.77,0.04,0.1,2.06
Racing,0.68,0.46,0.79,0.13,2.06
Fighting,1.06,0.62,0.13,0.25,2.06
Role-Playing,0.89,0.57,0.46,0.13,2.06
Racing,0.73,0.92,0.04,0.37,2.05
Misc,1.23,0.64,0.0,0.19,2.05
Sports,1.43,0.33,0.04,0.25,2.05
Role-Playing,1.16,0.06,0.83,0.0,2.05
Misc,1.47,0.48,0.05,0.06,2.05
Role-Playing,0.71,0.83,0.15,0.35,2.05
Sports,1.75,0.25,0.0,0.05,2.05
Racing,0.48,1.29,0.02,0.25,2.05
Role-Playing,1.11,0.27,0.53,0.14,2.04
Misc,1.45,0.42,0.01,0.16,2.04
Misc,0.73,1.09,0.0,0.23,2.04
Shooter,1.74,0.02,0.0,0.28,2.04
Action,0.71,1.02,0.0,0.31,2.04
Platform,1.2,0.48,0.29,0.07,2.04
Action,0.58,1.06,0.03,0.37,2.04
Sports,1.53,0.25,0.0,0.25,2.03
Sports,1.25,0.61,0.13,0.05,2.03
Misc,1.47,0.4,0.0,0.16,2.03
Sports,1.57,0.18,0.0,0.27,2.03
Action,1.05,0.67,0.0,0.3,2.02
Shooter,1.81,0.05,0.01,0.15,2.02
Sports,1.76,0.09,0.0,0.17,2.02
Racing,0.82,0.98,0.04,0.18,2.02
Puzzle,0.49,1.27,0.0,0.25,2.01
Shooter,1.2,0.62,0.0,0.18,2.01
Action,0.77,0.85,0.01,0.37,2.0
Role-Playing,0.89,0.45,0.53,0.13,2.0
Racing,0.35,1.31,0.02,0.33,2.0
Fighting,0.52,0.16,1.29,0.03,2.0
Fighting,1.48,0.3,0.0,0.22,2.0
Action,0.95,0.64,0.27,0.13,1.99
Sports,0.75,0.3,0.9,0.04,1.99
Action,1.21,0.64,0.05,0.09,1.99
Action,0.75,1.09,0.02,0.12,1.98
Simulation,0.93,0.27,0.75,0.04,1.98
Shooter,1.25,0.58,0.0,0.16,1.98
Shooter,1.11,0.63,0.07,0.16,1.98
Role-Playing,0.72,0.86,0.08,0.32,1.97
Platform,0.99,0.8,0.0,0.18,1.97
Platform,0.74,0.95,0.0,0.28,1.97
Shooter,1.2,0.59,0.0,0.19,1.97
Action,0.71,0.58,0.51,0.17,1.97
Racing,1.01,0.64,0.02,0.3,1.97
Action,1.84,0.11,0.0,0.02,1.97
Shooter,1.22,0.57,0.02,0.15,1.96
Sports,0.5,0.5,0.63,0.33,1.96
Racing,1.13,0.37,0.41,0.05,1.96
Sports,0.18,0.23,1.53,0.02,1.96
Platform,0.79,0.03,1.05,0.08,1.96
Shooter,1.09,0.65,0.02,0.2,1.96
Shooter,1.3,0.49,0.0,0.16,1.95
Racing,0.74,1.01,0.0,0.2,1.95
Action,1.26,0.61,0.0,0.09,1.95
Shooter,1.09,0.77,0.0,0.09,1.95
Sports,1.69,0.2,0.0,0.06,1.95
Fighting,0.95,0.74,0.0,0.25,1.94
Sports,0.49,1.26,0.01,0.18,1.94
Misc,1.94,0.0,0.0,0.0,1.94
Adventure,0.59,1.23,0.0,0.13,1.94
Puzzle,0.96,0.38,0.55,0.05,1.94
Fighting,1.09,0.15,0.65,0.04,1.94
Racing,1.41,0.42,0.03,0.07,1.94
Shooter,1.42,0.4,0.0,0.12,1.94
Role-Playing,1.0,0.72,0.0,0.21,1.93
Action,1.15,0.61,0.0,0.17,1.93
Misc,1.1,0.56,0.0,0.27,1.93
Fighting,1.48,0.39,0.0,0.06,1.93
Fighting,0.34,0.26,1.3,0.03,1.93
Puzzle,1.06,0.6,0.2,0.07,1.93
Fighting,1.53,0.24,0.0,0.16,1.93
Action,0.56,0.89,0.1,0.37,1.93
Sports,1.51,0.0,0.29,0.12,1.93
Action,0.86,0.87,0.01,0.17,1.92
Action,0.92,0.53,0.41,0.06,1.92
Racing,0.73,0.97,0.01,0.22,1.92
Misc,0.87,0.85,0.0,0.2,1.92
Shooter,0.76,0.96,0.0,0.2,1.92
Simulation,1.03,0.8,0.0,0.09,1.92
Racing,0.94,0.73,0.0,0.25,1.92
Misc,0.26,0.16,1.46,0.03,1.92
Misc,1.06,0.67,0.0,0.18,1.92
Misc,0.72,0.16,1.01,0.02,1.91
Action,1.14,0.57,0.0,0.19,1.91
Misc,1.3,0.44,0.0,0.17,1.91
Shooter,0.77,0.78,0.04,0.31,1.91
Action,1.08,0.66,0.0,0.17,1.91
Simulation,1.03,0.75,0.03,0.09,1.9
Shooter,0.59,0.92,0.06,0.32,1.9
Racing,0.73,0.91,0.03,0.22,1.89
Sports,1.56,0.15,0.0,0.18,1.89
Role-Playing,0.21,0.3,1.33,0.04,1.89
Platform,1.05,0.54,0.03,0.26,1.88
Role-Playing,1.37,0.44,0.0,0.08,1.88
Fighting,0.92,0.72,0.0,0.24,1.88
Sports,0.25,0.12,1.48,0.03,1.88
Shooter,0.89,0.69,0.09,0.21,1.88
Fighting,1.42,0.36,0.03,0.07,1.88
Misc,0.47,0.08,0.0,1.33,1.87
Adventure,0.96,0.53,0.3,0.09,1.87
Sports,0.22,1.47,0.04,0.14,1.87
Action,0.53,0.16,1.07,0.1,1.87
Platform,0.73,0.62,0.4,0.12,1.87
Adventure,0.87,0.52,0.41,0.06,1.86
Sports,1.75,0.03,0.0,0.08,1.86
Platform,1.12,0.69,0.03,0.02,1.86
Role-Playing,0.94,0.44,0.39,0.1,1.86
Platform,1.37,0.41,0.04,0.04,1.86
Misc,0.0,1.37,0.0,0.49,1.86
Platform,0.64,0.92,0.01,0.29,1.86
Sports,0.91,0.71,0.0,0.24,1.86
Action,1.34,0.37,0.0,0.15,1.86
Role-Playing,0.62,0.42,0.69,0.12,1.86
Action,0.85,0.71,0.13,0.16,1.86
Misc,0.61,0.59,0.55,0.11,1.85
Platform,1.33,0.49,0.0,0.03,1.85
Misc,0.83,0.82,0.0,0.2,1.85
Role-Playing,1.26,0.18,0.35,0.06,1.85
Action,0.8,0.19,0.83,0.03,1.85
Action,1.05,0.49,0.08,0.23,1.85
Racing,0.0,1.1,0.42,0.33,1.84
Role-Playing,0.97,0.34,0.35,0.18,1.84
Sports,1.53,0.05,0.0,0.25,1.84
Simulation,0.83,0.06,0.93,0.0,1.83
Misc,1.31,0.49,0.0,0.03,1.83
Role-Playing,0.84,0.76,0.0,0.23,1.83
Racing,1.33,0.4,0.03,0.07,1.83
Action,0.46,1.02,0.07,0.28,1.83
Role-Playing,0.25,0.07,1.49,0.02,1.83
Shooter,1.09,0.54,0.02,0.17,1.83
Simulation,0.92,0.33,0.52,0.05,1.83
Platform,0.61,0.34,0.79,0.09,1.82
Platform,1.24,0.43,0.03,0.12,1.82
Misc,1.73,0.07,0.0,0.02,1.82
Simulation,1.81,0.0,0.0,0.0,1.82
Shooter,0.91,0.74,0.07,0.09,1.82
Role-Playing,0.22,0.21,1.35,0.03,1.81
Action,0.55,0.84,0.11,0.31,1.81
Simulation,1.05,0.59,0.0,0.18,1.81
Racing,1.1,0.51,0.12,0.08,1.81
Fighting,0.78,0.44,0.56,0.04,1.81
Platform,0.88,0.69,0.0,0.23,1.81
Misc,1.0,0.03,0.0,0.77,1.8
Platform,0.93,0.59,0.21,0.07,1.8
Sports,1.66,0.0,0.01,0.13,1.8
Action,1.41,0.21,0.03,0.16,1.8
Sports,1.0,0.68,0.0,0.12,1.8
Shooter,0.49,0.96,0.07,0.27,1.79
Platform,1.26,0.39,0.08,0.06,1.79
Adventure,0.52,0.88,0.06,0.34,1.79
Action,1.05,0.57,0.03,0.14,1.78
Racing,1.25,0.29,0.0,0.24,1.78
Role-Playing,0.23,0.03,1.49,0.03,1.78
Action,1.12,0.58,0.0,0.08,1.78
Action,0.39,1.01,0.02,0.36,1.78
Puzzle,0.32,0.95,0.36,0.14,1.78
Action,0.45,0.94,0.06,0.33,1.78
Role-Playing,0.41,0.46,0.72,0.19,1.78
Action,0.93,0.57,0.14,0.13,1.77
Action,0.85,0.76,0.0,0.16,1.77
Misc,1.16,0.45,0.0,0.16,1.77
Misc,0.31,0.54,0.84,0.08,1.77
Sports,1.59,0.03,0.0,0.15,1.77
Role-Playing,0.24,0.09,1.33,0.12,1.77
Platform,0.63,0.06,1.03,0.04,1.77
Fighting,1.19,0.29,0.24,0.06,1.77
Fighting,1.07,0.45,0.01,0.24,1.77
Adventure,0.85,0.31,0.56,0.04,1.76
Fighting,1.27,0.42,0.0,0.07,1.76
Platform,1.06,0.54,0.0,0.16,1.76
Role-Playing,0.93,0.38,0.4,0.06,1.76
Platform,1.02,0.47,0.2,0.07,1.76
Platform,0.53,0.12,1.09,0.02,1.76
Fighting,0.86,0.67,0.0,0.22,1.76
Shooter,1.23,0.46,0.0,0.07,1.76
Action,0.86,0.67,0.0,0.22,1.76
Shooter,0.72,0.69,0.04,0.31,1.76
Action,0.68,0.9,0.01,0.17,1.76
Action,1.26,0.47,0.0,0.03,1.76
Shooter,1.11,0.48,0.0,0.16,1.76
Simulation,0.52,0.95,0.0,0.29,1.76
Sports,0.35,1.07,0.02,0.32,1.76
Simulation,0.61,0.87,0.02,0.26,1.76
Sports,1.68,0.04,0.0,0.04,1.75
Role-Playing,0.9,0.37,0.25,0.24,1.75
Shooter,1.24,0.45,0.0,0.07,1.75
Sports,0.06,0.9,0.53,0.27,1.75
Shooter,1.0,0.54,0.03,0.18,1.75
Puzzle,0.7,0.13,0.91,0.01,1.75
Platform,0.94,0.34,0.21,0.27,1.75
Platform,0.79,0.14,0.8,0.02,1.75
Simulation,0.83,0.66,0.08,0.18,1.75
Simulation,0.85,0.66,0.01,0.22,1.75
Misc,1.25,0.46,0.0,0.03,1.75
Adventure,0.72,0.89,0.04,0.1,1.74
Role-Playing,0.63,0.49,0.45,0.17,1.74
Shooter,0.83,0.63,0.02,0.25,1.74
Misc,1.19,0.4,0.0,0.16,1.74
Racing,0.69,0.89,0.03,0.14,1.74
Platform,0.96,0.61,0.01,0.16,1.74
Racing,1.69,0.04,0.0,0.01,1.74
Sports,1.66,0.04,0.0,0.04,1.74
Role-Playing,0.49,0.88,0.06,0.3,1.74
Shooter,0.59,0.75,0.13,0.27,1.74
Shooter,0.67,0.66,0.12,0.27,1.73
Sports,0.85,0.66,0.0,0.22,1.73
Shooter,0.64,0.68,0.14,0.26,1.73
Action,1.48,0.2,0.0,0.05,1.73
Action,0.94,0.62,0.1,0.07,1.73
Action,1.15,0.44,0.0,0.14,1.73
Platform,0.95,0.7,0.0,0.08,1.73
Action,1.06,0.52,0.01,0.14,1.73
Action,0.85,0.66,0.0,0.22,1.72
Shooter,0.61,0.78,0.06,0.27,1.72
Role-Playing,0.66,0.78,0.0,0.28,1.72
Shooter,0.61,0.18,0.0,0.94,1.72
Simulation,0.7,0.83,0.0,0.19,1.72
Shooter,0.41,0.98,0.0,0.33,1.72
Sports,1.61,0.03,0.0,0.08,1.72
Role-Playing,0.8,0.21,0.55,0.15,1.72
Simulation,0.59,0.87,0.0,0.25,1.71
Puzzle,1.43,0.16,0.0,0.12,1.71
Platform,0.99,0.64,0.0,0.08,1.71
Misc,1.15,0.41,0.0,0.15,1.71
Simulation,0.88,0.34,0.32,0.18,1.71
Racing,1.09,0.55,0.0,0.07,1.71
Misc,0.0,0.0,1.71,0.0,1.71
Puzzle,1.25,0.39,0.0,0.06,1.71
Sports,1.58,0.0,0.0,0.12,1.7
Racing,0.34,1.08,0.03,0.26,1.7
Sports,0.23,0.24,0.0,1.23,1.7
Sports,0.99,0.42,0.14,0.15,1.7
Puzzle,0.49,1.12,0.0,0.09,1.7
Platform,0.62,0.21,0.79,0.08,1.7
Puzzle,0.0,0.0,1.69,0.01,1.7
Action,0.69,0.83,0.0,0.19,1.7
Sports,1.41,0.05,0.0,0.23,1.7
Shooter,1.22,0.34,0.04,0.1,1.69
Sports,1.36,0.18,0.0,0.15,1.69
Action,0.88,0.54,0.02,0.25,1.69
Action,1.01,0.53,0.01,0.14,1.69
Misc,0.94,0.64,0.0,0.11,1.69
Role-Playing,0.96,0.44,0.08,0.22,1.69
Sports,0.55,1.01,0.0,0.13,1.69
Fighting,1.37,0.28,0.03,0.02,1.69
Fighting,1.1,0.48,0.04,0.07,1.69
Action,0.87,0.66,0.08,0.08,1.69
Racing,0.79,0.71,0.01,0.18,1.69
Role-Playing,1.52,0.12,0.0,0.05,1.69
Strategy,0.98,0.52,0.0,0.19,1.69
Action,0.98,0.42,0.22,0.06,1.69
Action,0.8,0.52,0.07,0.3,1.69
Shooter,0.9,0.47,0.0,0.32,1.68
Misc,0.82,0.64,0.0,0.22,1.68
Sports,1.58,0.06,0.0,0.04,1.68
Action,0.9,0.64,0.0,0.15,1.68
Puzzle,0.59,0.24,0.82,0.03,1.68
Shooter,0.38,0.87,0.33,0.1,1.68
Simulation,1.67,0.0,0.0,0.0,1.68
Action,1.23,0.3,0.0,0.14,1.68
Simulation,0.91,0.55,0.04,0.17,1.68
Action,1.18,0.27,0.17,0.06,1.68
Sports,0.94,0.57,0.0,0.17,1.67
Sports,0.93,0.52,0.0,0.22,1.67
Sports,0.45,1.02,0.0,0.2,1.67
Sports,1.58,0.05,0.0,0.04,1.67
Fighting,0.81,0.59,0.01,0.26,1.67
Platform,0.43,0.67,0.42,0.15,1.67
Shooter,1.22,0.39,0.0,0.06,1.67
Platform,0.91,0.3,0.42,0.04,1.67
Sports,1.09,0.49,0.02,0.07,1.67
Adventure,0.59,0.95,0.03,0.1,1.67
Strategy,0.82,0.65,0.0,0.19,1.67
Racing,0.97,0.59,0.04,0.07,1.67
Racing,1.13,0.32,0.0,0.22,1.67
Sports,1.35,0.09,0.0,0.23,1.67
Platform,1.08,0.45,0.0,0.14,1.67
Action,0.63,0.66,0.11,0.26,1.66
Action,0.57,0.73,0.06,0.3,1.66
Fighting,1.0,0.3,0.31,0.04,1.66
Sports,0.78,0.61,0.06,0.2,1.66
Shooter,0.86,0.64,0.01,0.14,1.66
Sports,0.81,0.63,0.0,0.21,1.66
Racing,0.76,0.7,0.02,0.18,1.66
Sports,1.25,0.15,0.03,0.22,1.66
Fighting,0.96,0.12,0.54,0.04,1.66
Puzzle,1.54,0.1,0.0,0.02,1.65
Misc,0.9,0.11,0.6,0.05,1.65
Shooter,1.06,0.38,0.15,0.05,1.65
Misc,0.48,0.68,0.33,0.16,1.65
Role-Playing,0.0,0.0,1.65,0.0,1.65
Shooter,1.09,0.38,0.02,0.16,1.65
Role-Playing,0.32,0.02,1.27,0.03,1.64
Platform,0.8,0.05,0.76,0.03,1.64
Action,0.76,0.72,0.0,0.16,1.64
Puzzle,1.52,0.1,0.0,0.02,1.64
Shooter,0.93,0.63,0.0,0.08,1.64
Action,0.74,0.26,0.61,0.03,1.64
Sports,0.8,0.63,0.0,0.21,1.64
Sports,1.44,0.15,0.0,0.05,1.64
Action,0.54,0.88,0.0,0.22,1.64
Simulation,1.02,0.48,0.0,0.14,1.64
Adventure,0.44,0.89,0.05,0.25,1.64
Sports,1.54,0.02,0.0,0.07,1.63
Simulation,0.45,0.96,0.02,0.2,1.63
Strategy,0.78,0.25,0.56,0.04,1.63
Shooter,0.58,0.81,0.0,0.24,1.63
Platform,0.6,0.73,0.02,0.28,1.63
Sports,1.18,0.34,0.0,0.1,1.63
Platform,0.71,0.48,0.32,0.11,1.63
Sports,1.33,0.14,0.0,0.15,1.63
Sports,1.32,0.09,0.0,0.22,1.62
Action,0.59,0.85,0.02,0.17,1.62
Misc,0.99,0.41,0.0,0.22,1.62
Sports,0.8,0.63,0.01,0.19,1.62
Shooter,0.82,0.61,0.03,0.15,1.62
Sports,0.99,0.04,0.49,0.1,1.62
Racing,1.01,0.11,0.45,0.04,1.62
Racing,0.9,0.61,0.0,0.11,1.62
Role-Playing,0.8,0.38,0.3,0.13,1.61
